Country,ISO code,Period,Reference ,,Total fertility,Age-specific fertility rates,,,,,,,Mean age at childbearing ,Source type,Source,Survey name,Note on country or population,Note on age,Note on methods,Note on population data used in denominator,
Uzbekistan,860,Around 1985,1985,,4,35,288,278,182,106,35,7,28,Registration,National statistics,,,,,,
Uzbekistan,860,Around 1995,1995,1993-1996,3,61,266,176,114,39,9,3,26,Survey,DHS,Uzbekistan 1996 Demographic and Health Survey,,,,,
Uzbekistan,860,Around 2005,2000,,2,21,205,161,90,31,7,1,26,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",,
Uzbekistan,860,Latest,2006,2005-2006,2,26,186,161,81,28,6,0,26,Survey,MICS,Uzbekistan 2006 Multiple Indicator Cluster Survey,,,,,
Vanuatu,548,Around 1970,1967,1966-1967,6,102,320,356,292,196,76,8,29,Census,National statistics,,,,,,
Vanuatu,548,..,1976,1974-1978,6,91,294,327,265,179,110,45,30,Census,National statistics,,,,,,
Vanuatu,548,Around 1985,1989,1988-1989,4,78,234,248,195,138,61,22,29,Census,National statistics,,,,,,
Vanuatu,548,Around 1995,1999,,4,92,..,..,..,..,..,..,..,Census,SPC,,,,,,
Venezuela (Bolivarian Republic of),862,Around 1970,1970,,5,112,280,288,210,167,62,13,28,Registration,UNSD,,,,,,
Venezuela (Bolivarian Republic of),862,Around 1985,1985,,3,87,180,183,140,84,34,9,28,Registration,UNSD,,,,,,
Venezuela (Bolivarian Republic of),862,Around 1995,1995,,2,93,159,138,100,59,21,4,27,Registration,UNSD,,,,,,
Venezuela (Bolivarian Republic of),862,Around 2005,2005,,2,91,152,128,88,50,18,4,26,Registration,National statistics,,,,,,
Venezuela (Bolivarian Republic of),862,Latest,2007,,2,102,146,123,87,48,14,2,26,Registration,UNSD,,,,,,
Viet Nam,704,Around 1970,1971,1969-1974,5,..,..,..,..,..,..,..,..,Census,National statistics,,,,,,
Viet Nam,704,Around 1985,1985,1983-1987,4,7,151,264,237,160,84,58,32,Survey,National statistics,Viet Nam 1988 Demographic and Health Survey (national),,,,,
Viet Nam,704,Around 1995,1996,1994-1997,2,32,164,132,81,41,15,2,27,Survey,DHS,Viet Nam 1997 Demographic and Health Survey,,,,,
Viet Nam,704,Around 2005,2005,2004-2006,2,28,138,130,75,36,9,1,27,Survey,National statistics,Viet Nam 2006 Annual Population Change Survey,,,,,
Viet Nam,704,Latest,2009,2008-2010,2,35,130,124,71,30,9,1,27,Survey,National statistics,Viet Nam 2010 Annual Population Change Survey,,,,,
Wallis and Futuna Islands,876,Around 1970,1969,,6,26,253,302,387,253,161,0,31,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Wallis and Futuna Islands,876,Around 1985,1983,1982-1984,5,30,220,310,250,230,100,10,30,Registration,National statistics,,,,,,
Wallis and Futuna Islands,876,Around 1995,1996,,3,18,93,153,206,99,46,10,31,Census,National statistics,,,,,,
Wallis and Futuna Islands,876,Around 2005,2005,,2,13,102,131,110,48,20,0,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Wallis and Futuna Islands,876,Latest,2008,,1,12,77,122,95,54,10,0,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Yemen,887,..,1977,1974-1979,8,175,346,346,334,229,197,75,30,Survey,WFS,Yemen (Former Yemen Arab Republic) 1979 World Fertility Survey,,,,,
Yemen,887,..,1990,1988-1991,7,102,283,315,284,258,172,120,31,Survey,DHS,Yemen 1991-1992 Demographic and Health Survey,,,,,
Yemen,887,Around 1995,1996,1994-1997,6,105,279,301,258,196,105,54,30,Survey,DHS,Yemen 1997 Demographic and Health Survey,,,,,
Yemen,887,Around 2005,2002,2000-2003,6,83,245,286,255,182,111,69,30,Survey,PAPFAM,Yemen 2003 Family Health Survey,,,,,
Yemen,887,Latest,2005,2003-2006,5,80,211,247,221,156,78,39,30,Survey,MICS,Yemen 2006 Multiple Indicator Cluster Survey,,,,,
Zambia,894,Around 1970,1974,,6,137,143,209,353,340,111,37,31,Survey,National statistics,Zambia 1974 Sample Census,,,,,
Zambia,894,..,1990,1989-1992,6,156,294,271,242,194,105,31,29,Survey,DHS,Zambia 1992 Demographic and Health Survey,,,,,
Zambia,894,Around 1995,1995,1993-1996,6,158,280,274,229,175,77,24,28,Survey,DHS,Zambia 1996 Demographic and Health Survey,,,,,
Zambia,894,Around 2005,2000,1999-2002,5,160,266,249,218,172,79,30,28,Survey,DHS,Zambia 2001-2002 Demographic and Health Survey,,,,,
Zambia,894,Latest,2006,2004-2007,6,146,274,263,240,191,90,29,29,Survey,DHS,Zambia 2007 Demographic and Health Survey,,,,,
Zimbabwe,716,Around 1970,1969,1968-1969,6,79,272,304,257,218,145,73,31,Census,National statistics,,,,,,
Zimbabwe,716,Around 1985,1987,1985-1988,5,102,251,250,212,158,80,32,29,Survey,DHS,Zimbabwe 1988 Demographic and Health Survey,,,,,
Zimbabwe,716,Around 1995,1998,1996-1999,3,112,199,180,135,108,46,15,28,Survey,DHS,Zimbabwe 1999 Demographic and Health Survey,,,,,
Zimbabwe,716,Around 2005,2004,2002-2005,3,99,205,172,144,86,42,13,28,Survey,DHS,Zimbabwe 2005-2006 Demographic and Health Survey,,,,,
Zimbabwe,716,Latest,2009,2008-2011,4,115,212,194,149,104,35,12,27,Survey,DHS,Zimbabwe 2010-2011 Demographic and Health Survey,,,,,
